"","X","Group","HostReportedName","HostCorrectedName","HostOrder","HostFamily","HostEnvironment","ParasiteReportedName","ParasiteCorrectedName","HasBinomialName","ParType","ParPhylum","ParClass","Citation","LocationName","Longitude","Latitude","PopulationType","SamplingBasis","SampleNotes","Prevalence","HostsSampled","HostSex","HostAge","Intensity","IntensityMeasure","NativeRange","NumSamples","SamplingType"
"758",5187,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Majoros and Sztojkov 1994","Szigetkoz, Hungary",19.73,46.49,"WN",NA,"organs-liver",1,1,"Female",NA,"",NA,"Yes",1,NA
"759",5188,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Majoros and Sztojkov 1994","region of Dunaremete and Lipot, Hungary",17.44,47.88,"WN",NA,"feces",0.73,15,NA,NA,"",NA,"Yes",15,NA
"760",5189,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Novobilsky et al 2007","Boletice, Czech Republic",14.2,48.82,"WO","Samples","Eggs per gram of faeces",0.32,0,NA,NA,"3.9","EggCount","Yes",30,"DirectFecal"
"761",5190,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Novobilsky et al 2007","Busohrad, Vlastec, Czech Republic",49,49.98,"WO","Samples","Eggs per gram of faeces",0.5,0,NA,NA,"19.4","EggCount","Yes",30,"DirectFecal"
"762",5191,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Novobilsky et al 2007","Jince, Czech Republic",13.93,49.78,"WO","Samples","Eggs per gram of faeces",0.727,0,NA,NA,"10.3","EggCount","Yes",30,"DirectFecal"
"763",5192,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Novobilsky et al 2007","Kremelna, Czech Republic",13.43,49.13,"WO","Samples","Eggs per gram of faeces",0.04,0,NA,NA,"0.7","EggCount","Yes",30,"DirectFecal"
"764",5193,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Novobilsky et al 2007","Mansfeld, Czech Republic",6,49.82,"WO","Samples","Eggs per gram of faeces",0.222,0,NA,NA,"0.3","EggCount","Yes",30,"DirectFecal"
"765",5194,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Novobilsky et al 2007","Mirosov, Czech Republic",13.67,49.67,"WO","Samples","Eggs per gram of faeces",0.813,0,NA,NA,"23.9","EggCount","Yes",30,"DirectFecal"
"766",5195,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Novobilsky et al 2007","Nepomuk, Czech Republic",50,49.63,"WO","Samples","Eggs per gram of faeces",0.4,0,NA,NA,"21.7","EggCount","Yes",30,"DirectFecal"
"767",5196,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Novobilsky et al 2007","Obecnice, Czech Republic",13.92,49.72,"WO","Samples","Eggs per gram of faeces",0.3,0,NA,NA,"9.3","EggCount","Yes",30,"DirectFecal"
"768",5197,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Novobilsky et al 2007","Ponesice, Czech Republic",14.47,49.1,"WO","Samples","Eggs per gram of faeces",0.25,0,NA,NA,"10.3","EggCount","Yes",30,"DirectFecal"
"769",5198,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Novobilsky et al 2007","Prasily, Czech Republic",13.47,49.02,"WO","Samples","Eggs per gram of faeces",0.8,0,NA,NA,"7.5","EggCount","Yes",30,"DirectFecal"
"770",5199,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Novobilsky et al 2007","Strasice, Czech Republic",13.8,49.7,"WO","Samples","Eggs per gram of faeces",0.5,0,NA,NA,"11.6","EggCount","Yes",30,"DirectFecal"
"771",5200,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Novobilsky et al 2007","Trebon, Czech Republic",14.77,49.05,"WO","Samples","Eggs per gram of faeces",0.273,0,NA,NA,"8.2","EggCount","Yes",30,"DirectFecal"
"772",5201,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Novobilsky et al 2007","Voznice, Czech Republic",14.12,49.8,"WO","Samples","Eggs per gram of faeces",0.3,0,NA,NA,"3.4","EggCount","Yes",30,"DirectFecal"
"773",5202,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Novobilsky et al 2007","Zator, Czech Republic",14.1,49.83,"WO","Samples","Eggs per gram of faeces",0.913,0,NA,NA,"19.2","EggCount","Yes",30,"DirectFecal"
"774",5203,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Novobilsky et al 2007","Zbiroh, Czech Republic",13.73,49.87,"WO","Samples","Eggs per gram of faeces",0.667,0,NA,NA,"3.6","EggCount","Yes",30,"DirectFecal"
"775",5204,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Novobilsky et al 2007","Zelezna Ruda, Czech Republic",13.23,49.12,"WO","Samples","Eggs per gram of faeces",0.952,0,NA,NA,"34.4","EggCount","Yes",30,"DirectFecal"
"776",5205,"ungulates","Cervus elaphus nelsoni","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Pybus 1990","throughout Alberta province in Canada,Saskatchewan in the Cypress Hills area, Camp Wainwright",-116.58,53.93,"WN",NA,"organs-liver",0.07,28,NA,"Juvenile","",NA,"Yes",29,NA
"777",5206,"ungulates","Cervus elaphus nelsoni","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Pybus 1990","throughout Alberta province in Canada,Saskatchewan in the Cypress Hills area, Camp Wainwright",-116.58,53.93,"WN",NA,"organs-liver",0.22,28,NA,NA,"",NA,"Yes",94,NA
"778",5207,"ungulates","Cervus elaphus nelsoni","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Pybus 1990","throughout Alberta province in Canada,Saskatchewan in the Cypress Hills area, Camp Wainwright",-116.58,53.93,"WN",NA,"organs-liver",0.29,28,NA,"Adult","",NA,"Yes",65,NA
"779",5208,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Rajsky et al 2002","Slovak/Hungary border region (Dunajska Streda)",17.62,47.99,"WN",NA,"organs-livers, lungs, intestines",0.68,16,NA,NA,"",NA,"Yes",16,NA
"780",5209,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Rajsky et al 2002","Slovak/Hungary border region (Dunajska Streda)",17.62,47.99,"WN",NA,"organs-livers, lungs, intestines",0.79,24,NA,NA,"",NA,"Yes",24,NA
"781",5210,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Rajsky et al 2002","Slovak/Hungary border region (Dunajska Streda)",17.62,47.99,"WN",NA,"organs-livers, lungs, intestines",0.91,23,NA,NA,"",NA,"Yes",23,NA
"782",5211,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Ursprung et al. 2006","Danubian wetlands",28.88,45.07,"WN","Animals",NA,0.158,457,NA,NA,"",NA,"Yes",457,"DirectOther"
"783",5212,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Wobeser et al 1985","Moose Mountain Provincial Park, Cypress Hills, Greenwater, Hudson Bay, Fort a la Corne, Southend, Wa",-106.45,52.94,"WN",NA,"feces",NA,NA,NA,NA,"",NA,"Yes",NA,NA
"784",5213,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Fascioloides magna","Fascioloides magna","yes","Helminth","Platyhelminthes","Trematoda","Wobeser et al 1985","Prince Albert National Park, Saskatchewan",-106.37,53.96,"WN",NA,"organs",1,6,NA,NA,"",NA,"Yes",6,NA
"785",5307,"ungulates","Cervus elaphus hispanicus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Moniezia benedeni","Moniezia benedeni","yes","Helminth","Platyhelminthes","Cestoda","Valcarcel et al 2000","Hosquillo National Park, Cuenca, Spain",-3,39.58,"WN",NA,"blood; organs: nasal cavities, retropharyngeal pouches and subdural space, oesophagus, abomasum, sma",NA,18,NA,NA,"",NA,"Yes",18,NA
"786",5405,"ungulates","Cervus elaphus hispanicus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Oesophagostomum venulosum","Oesophagostomum venulosum","yes","Helminth","Nematoda","Secernentea","Garcia-Romero et al 2000","Castilla-La Mancha, Spain",-3.1,39.28,"WN",NA,"organs- abomasum, small intestine, caecum, and colon",0.66,108,NA,NA,"",NA,"Yes",108,NA
"787",5406,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Oesophagostomum venulosum","Oesophagostomum venulosum","yes","Helminth","Nematoda","Secernentea","Irvine et al 2006","Isle of Rum, Scotland",-6.33,57,"WN","Animals","Necropsy of GI",NA,35,NA,"Juvenile","",NA,"Yes",35,"Other"
"788",5407,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Oesophagostomum venulosum","Oesophagostomum venulosum","yes","Helminth","Nematoda","Secernentea","Irvine et al 2006","Isle of Rum, Scotland",-6.33,57,"WN","Animals","Necropsy of GI",NA,60,"Male","Adult","",NA,"Yes",60,"Other"
"789",5408,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Oesophagostomum venulosum","Oesophagostomum venulosum","yes","Helminth","Nematoda","Secernentea","Irvine et al 2006","Isle of Rum, Scotland",-6.33,57,"WN","Animals","necropsy, intestinal",NA,266,"All","All","",NA,"Yes",266,"Other"
"790",5409,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Oesophagostomum venulosum","Oesophagostomum venulosum","yes","Helminth","Nematoda","Secernentea","Irvine et al 2006","Isle of Rum, Scotland",-6.33,57,"WN","Animals","necropsy, intestinal",NA,171,"Female","Adult","",NA,"Yes",171,"Other"
"791",5410,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Oesophagostomum venulosum","Oesophagostomum venulosum","yes","Helminth","Nematoda","Secernentea","McKenzie et al 1985","Queensland, Australia",142.7,-20.92,"WN",NA,"organs",0.52,23,NA,NA,"",NA,"No",23,NA
"792",5411,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Oesophagostomum venulosum","Oesophagostomum venulosum","yes","Helminth","Nematoda","Secernentea","Shimalov and Shimalov 2003a","Belarus",27.95,53.71,"WO","Samples","Dissection and organ compression",0.313,16,NA,NA,"",NA,"Yes",16,"DirectOther"
"793",5412,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Oesophagostomum venulosum","Oesophagostomum venulosum","yes","Helminth","Nematoda","Secernentea","Suarez et al 1991","Pampeana region, Luro Park, Province of La Pampa, Argentina",-64.02,-36.92,"WN",NA,"organs-abomasum, small and large intestine, lungs",0.14,7,NA,NA,"",NA,"No",7,NA
"794",5413,"ungulates","Cervus elaphus hispanicus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Oesophagostomum venulosum","Oesophagostomum venulosum","yes","Helminth","Nematoda","Secernentea","Valcarcel et al 2000","Hosquillo National Park, Cuenca, Spain",-3,39.58,"WN",NA,"blood; organs: nasal cavities, retropharyngeal pouches and subdural space, oesophagus, abomasum, sma",NA,18,NA,NA,"",NA,"Yes",18,NA
"795",5422,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Onchocerca jakutensis","Onchocerca jakutensis","yes","Helminth","Nematoda","Secernentea","Drozdz et al 1993","Slowinski National Park, Northwest Poland",17.31,54.71,"WN",NA,"organs-skin",0.32,22,NA,NA,"",NA,"Yes",22,NA
"796",5447,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Orthocoelium streptocoelium","Orthocoelium streptocoelium","yes","Helminth","Platyhelminthes","Trematoda","McKenzie et al 1985","Queensland, Australia",142.7,-20.92,"WN",NA,"organs",0.21,23,NA,NA,"",NA,"No",23,NA
"797",5462,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Ostertagia leptospicularis","Ostertagia leptospicularis","yes","Helminth","Nematoda","Secernentea","Drozdz et al 1993","Slowinski National Park, Northwest Poland",17.31,54.71,"WN",NA,"organs-lungs, liver, and digestive tract",0.91,22,NA,NA,"",NA,"Yes",22,NA
"798",5463,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Ostertagia leptospicularis","Ostertagia leptospicularis","yes","Helminth","Nematoda","Secernentea","Ferte et al 2000","Champagne [departments of Marne and its surroundings (Aisne, Meuse), Ardenne and Aube], France",4.15,49.13,"WN",NA,"organs-abomasa",NA,25,NA,NA,"",NA,"Yes",25,NA
"799",5464,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Osteragia leptospicularis leptospicularis","Ostertagia leptospicularis","yes","Helminth","Nematoda","Secernentea","Manfredi et al 2007b","Bolzano, Italy",11.35,46.5,"WN","Animals","Adult worms collected by dissection of abomasa and filtration of the ingesta on metallic sieves",0.382,76,"All","All","70.3","ParasiteCount","Yes",76,"DirectOther"
"800",5465,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Osteragia leptospicularis leptospicularis","Ostertagia leptospicularis","yes","Helminth","Nematoda","Secernentea","Manfredi et al 2007b","Bolzano, Italy",11.35,46.5,"WN","Animals","Adult worms collected by dissection of abomasa and filtration of the ingesta on metallic sieves",0.434,191,"All","All","23.4","ParasiteCount","Yes",191,"DirectOther"
"801",5466,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Osteragia leptospicularis leptospicularis","Ostertagia leptospicularis","yes","Helminth","Nematoda","Secernentea","Manfredi et al 2007b","Sondrio",9.91,46.3,"WN","Animals","Adult worms collected by dissection of abomasa and filtration of the ingesta on metallic sieves",0.323,31,"All","All","26","ParasiteCount","Yes",31,"DirectOther"
"802",5467,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Ostertagia leptospicularis/Ostertagia kolchida","Ostertagia leptospicularis","yes","Helminth","Nematoda","Secernentea","Santin-Duran et al 2004","La Herguijuela, Spain",-5.76,39.37,"WO","Animals","Abomasum removed, and contents and stissues washed and examined for parasites.",0.077,13,"Male","Adult","10","ParasiteCount","Yes",13,"DirectOther"
"803",5468,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Ostertagia leptospicularia/Ostertagia kolchida","Ostertagia leptospicularis","yes","Helminth","Nematoda","Secernentea","Santin-Duran et al 2004","Maluenez de Arriba, Spain",-3.75,40.46,"WO","Animals","Abomasum removed, and contents and stissues washed and examined for parasites.",0.366,30,"Female","Adult","55.4","ParasiteCount","Yes",30,"DirectOther"
"804",5469,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Ostertagia leptospicularia/Ostertagia kolchida","Ostertagia leptospicularis","yes","Helminth","Nematoda","Secernentea","Santin-Duran et al 2004","Maluenez de Arriba, Spain",-3.75,40.46,"WO","Animals","Abomasum removed, and contents and stissues washed and examined for parasites.",0.615,52,"All","Adult","",NA,"Yes",52,"DirectOther"
"805",5470,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Ostertagia leptospicularia/Ostertagia kolchida","Ostertagia leptospicularis","yes","Helminth","Nematoda","Secernentea","Santin-Duran et al 2004","Maluenez de Arriba, Spain",-3.75,40.46,"WO","Animals","Abomasum removed, and contents and stissues washed and examined for parasites.",0.954,22,"Male","Adult","112.4","ParasiteCount","Yes",22,"DirectOther"
"806",5471,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Ostertagia leptospicularia/Ostertagia kolchida","Ostertagia leptospicularis","yes","Helminth","Nematoda","Secernentea","Santin-Duran et al 2004","Quintos de Mora, Montes de Toledo, Spain",-4.07,39.42,"WO","Animals","Abomasum removed, and contents and stissues washed and examined for parasites.",0.718,39,"Male","Adult","81.8","ParasiteCount","Yes",39,"DirectOther"
"807",5472,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Ostertagia leptospicularia/Ostertagia kolchida","Ostertagia leptospicularis","yes","Helminth","Nematoda","Secernentea","Santin-Duran et al 2004","Quintos de Mora, Montes de Toledo, Spain",-4.07,39.42,"WO","Animals","Abomasum removed, and contents and stissues washed and examined for parasites.",0.679,81,"All","Adult","77.3","ParasiteCount","Yes",81,"DirectOther"
"808",5473,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Ostertagia leptospicularia/Ostertagia kolchida","Ostertagia leptospicularis","yes","Helminth","Nematoda","Secernentea","Santin-Duran et al 2004","Quintos de Mora, Montes de Toledo, Spain",-4.07,39.42,"WO","Animals","Abomasum removed, and contents and stissues washed and examined for parasites.",0.643,42,"Female","Adult","72.6","ParasiteCount","Yes",42,"DirectOther"
"809",5474,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Ostertagia leptospicularis/Ostertagia kolchida","Ostertagia leptospicularis","yes","Helminth","Nematoda","Secernentea","Santin-Duran et al 2008","Quintos de Mora, Montes de Toledo, Spain",-4.07,39.42,"WO","Animals","Abomasum removed, and contents and stissues washed and examined for parasites.",0.702,141,"All","All","76.4","ParasiteCount","Yes",141,"DirectOther"
"810",5475,"ungulates","Cervus elaphus","Cervus elaphus","Artiodactyla","Cervidae","terrestrial","Ostertagia leptospicularis/Ostertagia kolchida","Ostertagia leptospicularis","yes","Helminth","Nematoda","Secernentea","Santin-Duran et al 2008","Quintos de Mora, Montes de Toledo, Spain",-4.07,39.42,"WO","Animals","Abomasum removed, and contents and stissues washed and examined for parasites.",1,30,"All","Juvenile","95.7","ParasiteCount","Yes",30,"DirectOther"
