"","Group","HostReportedName","HostCorrectedName","HostOrder","HostFamily","HostEnvironment","ParasiteReportedName","ParasiteCorrectedName","HasBinomialName","ParType","ParPhylum","ParClass","Citation","LocationName","Longitude","Latitude","PopulationType","SamplingBasis","SampleNotes","Prevalence","HostsSampled","HostSex","HostAge","Intensity","IntensityMeasure","NativeRange","NumSamples","SamplingType"
"2518","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Dirofilaria immitis","Dirofilaria immitis","yes","Helminth","Nematoda","Secernentea","Wixsom et al. 1991","Missouri, USA",-91.83,37.96,"WN","Animals","Tissue",0.065,293,"All","All","",NA,"Yes",293,"DirectOther"
"2519","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Dirofilaria immitis","Dirofilaria immitis","yes","Helminth","Nematoda","Secernentea","Wixsom et al. 1991","Missouri, USA",-91.83,37.96,"WN","Animals","Tissue",0.075,227,"All","All","",NA,"Yes",227,"DirectOther"
"2520","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Dirofilaria immitis","Dirofilaria immitis","yes","Helminth","Nematoda","Secernentea","Wixsom et al. 1991","Missouri, USA",-91.83,37.96,"WN","Animals","Tissue",0.036,112,NA,"Juvenile","",NA,"Yes",112,"DirectOther"
"2521","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Dirofilaria immitis","Dirofilaria immitis","yes","Helminth","Nematoda","Secernentea","Wixsom et al. 1991","Missouri, USA",-91.83,37.96,"WN","Animals","Tissue",0.068,146,"Female","All","",NA,"Yes",146,"DirectOther"
"2522","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Echinococcus granulosus","Echinococcus granulosus","yes","Helminth","Platyhelminthes","Cestoda","Holmes and Podesta 1968","Alberta, Canada",-116.58,53.93,"WN","Animals","Tissue",0.08,75,NA,NA,"13","ParasiteCount","Yes",75,"DirectOther"
"2523","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Hildreth et al. 2000","Lake, Brookings, and Kingsbury counties, South Dakota",-97.09,44.21,"WN","Animals",NA,0.44,9,NA,NA,"285.75","ParasiteCount","Yes",9,"DirectOther"
"2524","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Echinococcus multilocurlaris","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Leiby et al. 1970","North Dakota",-101,47.55,"WN","Animals","Small Intestine",0.06,111,NA,NA,"",NA,"Yes",111,"DirectOther"
"2525","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Echinococcus multilocularis","Echinococcus multilocularis","yes","Helminth","Platyhelminthes","Cestoda","Seesee et al. 1983","Montana, USA",-110.36,46.88,"WN","Animals","Small Intestine",0.04,219,NA,NA,"533","ParasiteCount","Yes",219,"DirectOther"
"2570","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Macracanthorhynchus ingens","Macracanthorhynchus ingens","yes","Helminth","Acanthocephala","Archiacanthocephala","Foster et al. 2003","Florida, USA",-81.52,27.66,"WN","Animals",NA,0.077,26,"All","All","1","ParasiteCount","Yes",26,"DirectOther"
"2571","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Macracanthorhynchus ingens","Macracanthorhynchus ingens","yes","Helminth","Acanthocephala","Archiacanthocephala","Foster et al. 2003","Florida, USA",-81.52,27.66,"WN","Animals",NA,0.095,21,"All","Adult","1","ParasiteCount","Yes",21,"DirectOther"
"2604","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Mesocestoides lineatus","Mesocestoides lineatus","yes","Helminth","Platyhelminthes","Cestoda","Radomski and Pence 1993","Webb County, Texas",-99.33,27.76,"WN","Animals","Tissue",0.43,42,"All","All","12","ParasiteCount","Yes",42,"DirectOther"
"2605","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Mesocestoides lineatus","Mesocestoides lineatus","yes","Helminth","Platyhelminthes","Cestoda","Radomski and Pence 1993","Webb County, Texas",-99.33,27.76,"WN","Animals","Tissue",0.52,81,"All","All","13","ParasiteCount","Yes",81,"DirectOther"
"2606","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Mesocestoides lineatus","Mesocestoides lineatus","yes","Helminth","Platyhelminthes","Cestoda","Radomski and Pence 1993","Webb County, Texas",-99.33,27.76,"WN","Animals","Tissue",0.12,46,"All","All","6","ParasiteCount","Yes",46,"DirectOther"
"2607","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Mesocestoides lineatus","Mesocestoides lineatus","yes","Helminth","Platyhelminthes","Cestoda","Radomski and Pence 1993","Webb County, Texas",-99.33,27.76,"WN","Animals","Tissue",0.43,96,"All","All","8","ParasiteCount","Yes",96,"DirectOther"
"2608","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Mesocestoides lineatus","Mesocestoides lineatus","yes","Helminth","Platyhelminthes","Cestoda","Radomski and Pence 1993","Webb County, Texas",-99.33,27.76,"WN","Animals","Tissue",0.86,64,"All","All","64","ParasiteCount","Yes",64,"DirectOther"
"2691","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Oslerus osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Carlson and Nielson 1985","Connecticut",-73.09,41.6,"WN","Animals","pathologic examination",0.25,24,"Male",NA,"",NA,"Yes",24,"Other"
"2692","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Oslerus osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Carlson and Nielson 1985","Connecticut",-73.09,41.6,"WN","Animals","pathologic examination",0.34,38,"All",NA,"",NA,"Yes",38,"Other"
"2693","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Oslerus osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Carlson and Nielson 1985","Connecticut",-73.09,41.6,"WN","Animals","pathologic examination",0.5,14,"Female",NA,"",NA,"Yes",14,"Other"
"2694","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Filaroides osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Conder and Loveless 1978","Central Utah",-113.62,37.42,"WN","Animals","Trachea Tissue",0.18,17,"All","Adult","",NA,"Yes",17,"DirectOther"
"2695","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Filaroides osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Erickson 1944","Minnesota, USA",-94.69,46.73,"WN","Animals","Tissue",0.06,65,NA,NA,"",NA,"Yes",65,"DirectOther"
"2696","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Filaroides osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Holmes and Podesta 1968","Alberta, Canada",-116.58,53.93,"WN","Animals","Tissue",0.15,75,NA,NA,"","ParasiteCount","Yes",75,"DirectOther"
"2697","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Filaroides osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Morrison and Gier 1978","Nebraska",-99.81,41.53,"WN","Animals","Mucus and Bronchi (Lung and Trachea Tissue)",0.11,9,NA,NA,"",NA,"Yes",9,"DirectOther"
"2698","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Filaroides osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Morrison and Gier 1978","Northeast Kansas",-98.48,39.01,"WN","Animals","Mucus and Bronchi (Lung and Trachea Tissue)",0.01,76,NA,NA,"",NA,"Yes",76,"DirectOther"
"2699","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Filaroides osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Morrison and Gier 1978","South Dakota",-100.23,44.44,"WN","Animals","Mucus and Bronchi (Lung and Trachea Tissue)",0.19,72,NA,NA,"",NA,"Yes",72,"DirectOther"
"2700","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Filaroides osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Morrison and Gier 1978","Southeast Colorado",-105.78,39.55,"WN","Animals","Mucus and Bronchi (Lung and Trachea Tissue)",0.2,41,NA,NA,"",NA,"Yes",41,"DirectOther"
"2701","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Filaroides osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Morrison and Gier 1978","Southeast Kansas",-98.48,39.01,"WN","Animals","Mucus and Bronchi (Lung and Trachea Tissue)",0.08,52,NA,NA,"",NA,"Yes",52,"DirectOther"
"2702","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Filaroides osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Morrison and Gier 1978","Southwest Iowa",-93.1,41.88,"WN","Animals","Mucus and Bronchi (Lung and Trachea Tissue)",0.06,16,NA,NA,"",NA,"Yes",16,"DirectOther"
"2703","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Filaroides osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Morrison and Gier 1978","Texas Panhandle",-101.38,35.35,"WN","Animals","Mucus and Bronchi (Lung and Trachea Tissue)",0.13,38,NA,NA,"",NA,"Yes",38,"DirectOther"
"2704","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Filaroides osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Morrison and Gier 1978","Western Oklahoma",-97.09,35.01,"WN","Animals","Mucus and Bronchi (Lung and Trachea Tissue)",0.3,44,NA,NA,"",NA,"Yes",44,"DirectOther"
"2705","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Filaroides osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Morrison and Gier 1978","Wyoming, USA",-107.29,43.08,"WN","Animals","Mucus and Bronchi (Lung and Trachea Tissue)",0.5,42,NA,NA,"",NA,"Yes",42,"DirectOther"
"2706","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Oslerus osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Polley 1986","Saskatchewan",-106.45,52.94,"WN","Animals","Lungs and Trachea",0.78,27,NA,"Adult","66","ParasiteCount","Yes",27,"DirectOther"
"2707","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Oslerus osleri","Oslerus osleri","yes","Helminth","Nematoda","Secernentea","Seesee et al. 1983","Montana, USA",-110.36,46.88,"WN","Animals","Trachea",0.24,219,NA,NA,"14.7","ParasiteCount","Yes",219,"DirectOther"
"2765","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Protospirura numidica","Protospirura numidica","yes","Helminth","Nematoda","Secernentea","Butler and Grundmann 1953","Utah, USA",-111.09,39.32,"WN","Animals","Tissue",0.013,75,"All","Adult","","ParasiteCount","Yes",75,"DirectOther"
"2766","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Protospirura numidica","Protospirura numidica","yes","Helminth","Nematoda","Secernentea","Seesee et al. 1983","Montana, USA",-110.36,46.88,"WN","Animals","Small Intestine",0.01,219,NA,NA,"22","ParasiteCount","Yes",219,"DirectOther"
"2787","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Taenia crassiceps","Taenia crassiceps","yes","Helminth","Platyhelminthes","Cestoda","Seesee et al. 1983","Montana, USA",-110.36,46.88,"WN","Animals","Small Intestine",0.01,219,NA,NA,"","ParasiteCount","Yes",219,"DirectOther"
"2788","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Taenia hydatigena","Taenia hydatigena","yes","Helminth","Platyhelminthes","Cestoda","Bridger et al. 2009","Insular Newfoundland, CANADA",-60.51,52.9,"WN","Animals","necropsy",0.043,69,"All","All","",NA,"Yes",69,"DirectOther"
"2789","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Taenia hydatigena","Taenia hydatigena","yes","Helminth","Platyhelminthes","Cestoda","Butler and Grundmann 1953","Utah, USA",-111.09,39.32,"WN","Animals","Tissue",0.027,75,"All","Adult","","ParasiteCount","Yes",75,"DirectOther"
"2790","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Taenia hydatigena","Taenia hydatigena","yes","Helminth","Platyhelminthes","Cestoda","Erickson 1944","Minnesota, USA",-94.69,46.73,"WN","Animals","Tissue",0.31,65,NA,NA,"",NA,"Yes",65,"DirectOther"
"2791","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Taenia hydatigena","Taenia hydatigena","yes","Helminth","Platyhelminthes","Cestoda","Holmes and Podesta 1968","Alberta, Canada",-116.58,53.93,"WN","Animals","Tissue",0.01,75,NA,NA,"1","ParasiteCount","Yes",75,"DirectOther"
"2792","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Taenia krabbei","Taenia krabbei","yes","Helminth","Platyhelminthes","Cestoda","Butler and Grundmann 1953","Utah, USA",-111.09,39.32,"WN","Animals","Tissue",0.013,75,"All","Adult","","ParasiteCount","Yes",75,"DirectOther"
"2793","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Taenia krabbei","Taenia krabbei","yes","Helminth","Platyhelminthes","Cestoda","Erickson 1944","Minnesota, USA",-94.69,46.73,"WN","Animals","Tissue",0.03,65,NA,NA,"",NA,"Yes",65,"DirectOther"
"2794","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Taenia krabbei","Taenia krabbei","yes","Helminth","Platyhelminthes","Cestoda","Holmes and Podesta 1968","Alberta, Canada",-116.58,53.93,"WN","Animals","Tissue",0.01,75,NA,NA,"1","ParasiteCount","Yes",75,"DirectOther"
"2795","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Taenia krabbei","Taenia krabbei","yes","Helminth","Platyhelminthes","Cestoda","Seesee et al. 1983","Montana, USA",-110.36,46.88,"WN","Animals","Small Intestine",0.02,219,NA,NA,"1.5","ParasiteCount","Yes",219,"DirectOther"
"2796","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Taenia laticollis","Taenia laticollis","yes","Helminth","Platyhelminthes","Cestoda","Seesee et al. 1983","Montana, USA",-110.36,46.88,"WN","Animals","Small Intestine",0.01,219,NA,NA,"1.5","ParasiteCount","Yes",219,"DirectOther"
"2797","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Taenia multiceps","Taenia multiceps","yes","Helminth","Platyhelminthes","Cestoda","Holmes and Podesta 1968","Alberta, Canada",-116.58,53.93,"WN","Animals","Tissue",0.04,75,NA,NA,"1","ParasiteCount","Yes",75,"DirectOther"
"2798","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Taenia multiceps","Taenia multiceps","yes","Helminth","Platyhelminthes","Cestoda","Radomski and Pence 1993","Webb County, Texas",-99.33,27.76,"WN","Animals","Tissue",0.17,81,"All","All","11","ParasiteCount","Yes",81,"DirectOther"
"2799","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Taenia multiceps","Taenia multiceps","yes","Helminth","Platyhelminthes","Cestoda","Radomski and Pence 1993","Webb County, Texas",-99.33,27.76,"WN","Animals","Tissue",0.25,96,"All","All","3","ParasiteCount","Yes",96,"DirectOther"
"2800","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Taenia multiceps","Taenia multiceps","yes","Helminth","Platyhelminthes","Cestoda","Radomski and Pence 1993","Webb County, Texas",-99.33,27.76,"WN","Animals","Tissue",0.06,64,"All","All","7","ParasiteCount","Yes",64,"DirectOther"
"2801","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Taenia ovis krabbei","Taenia ovis","yes","Helminth","Platyhelminthes","Cestoda","Bridger et al. 2009","Insular Newfoundland, CANADA",-60.51,52.9,"WN","Animals","necropsy",0.087,69,"All","All","",NA,"Yes",69,"DirectOther"
"2802","carnivores","Canis latrans","Canis latrans","Carnivora","Canidae","terrestrial","Taenia pisiformis","Taenia pisiformis","yes","Helminth","Platyhelminthes","Cestoda","Bridger et al. 2009","Insular Newfoundland, CANADA",-60.51,52.9,"WN","Animals","necropsy",0.014,69,"All","All","",NA,"Yes",69,"DirectOther"
